matrix_id,npz_file,npz_key,shape,dtype,unit,row_layout_id_optional,column_layout_id_optional,derivation_source,description,quality_flag
GAP_RELEASE_04,multi_part_matrices.npz,GAP_RELEASE_04,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
G_EXT_ALL,multi_part_matrices.npz,G_EXT_ALL,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
G_GAP_AB,multi_part_matrices.npz,G_GAP_AB,"[3,4]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
G_GAP_AD,multi_part_matrices.npz,G_GAP_AD,"[3,4]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
G_GAP_BC,multi_part_matrices.npz,G_GAP_BC,"[3,4]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
G_GAP_BD,multi_part_matrices.npz,G_GAP_BD,"[3,4]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
H_M_BRACKET,multi_part_matrices.npz,H_M_BRACKET,"[1,3]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
H_M_PANEL,multi_part_matrices.npz,H_M_PANEL,"[1,3]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
H_M_RIB,multi_part_matrices.npz,H_M_RIB,"[1,3]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
H_M_SPAR,multi_part_matrices.npz,H_M_SPAR,"[1,3]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
J_INTERFACE_ALL,multi_part_matrices.npz,J_INTERFACE_ALL,"[3,12]",float64,mixed_by_object_definition,,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
J_PART_ALL,multi_part_matrices.npz,J_PART_ALL,"[3,24]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
J_PROCESS_ALL,multi_part_matrices.npz,J_PROCESS_ALL,"[3,3]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
KJ_ALL,multi_part_matrices.npz,KJ_ALL,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
KJ_JNT_AB,multi_part_matrices.npz,KJ_JNT_AB,"[1,1]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
KJ_JNT_AD,multi_part_matrices.npz,KJ_JNT_AD,"[1,1]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
KJ_JNT_BC,multi_part_matrices.npz,KJ_JNT_BC,"[1,1]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
KJ_JNT_DB,multi_part_matrices.npz,KJ_JNT_DB,"[1,1]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
K_GAMMA_CLAMP_02,multi_part_matrices.npz,K_GAMMA_CLAMP_02,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
K_GAMMA_JOIN_03,multi_part_matrices.npz,K_GAMMA_JOIN_03,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
K_GAMMA_LOCATE_01,multi_part_matrices.npz,K_GAMMA_LOCATE_01,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
K_GAMMA_RELEASE_04,multi_part_matrices.npz,K_GAMMA_RELEASE_04,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
LAMBDA_CLAMP_02,multi_part_matrices.npz,LAMBDA_CLAMP_02,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
LAMBDA_JOIN_03,multi_part_matrices.npz,LAMBDA_JOIN_03,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
LAMBDA_LOCATE_01,multi_part_matrices.npz,LAMBDA_LOCATE_01,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
LAMBDA_RELEASE_04,multi_part_matrices.npz,LAMBDA_RELEASE_04,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
LOCAL_COMPRESSION_CLAMP_02,multi_part_matrices.npz,LOCAL_COMPRESSION_CLAMP_02,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
LOCAL_COMPRESSION_JOIN_03,multi_part_matrices.npz,LOCAL_COMPRESSION_JOIN_03,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
LOCAL_COMPRESSION_LOCATE_01,multi_part_matrices.npz,LOCAL_COMPRESSION_LOCATE_01,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
LOCAL_COMPRESSION_RELEASE_04,multi_part_matrices.npz,LOCAL_COMPRESSION_RELEASE_04,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
PREDICTED_KCP_MULTIPART,multi_part_matrices.npz,PREDICTED_KCP_MULTIPART,[3],float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
PRESSURE_CLAMP_02,multi_part_matrices.npz,PRESSURE_CLAMP_02,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
PRESSURE_JOIN_03,multi_part_matrices.npz,PRESSURE_JOIN_03,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
PRESSURE_LOCATE_01,multi_part_matrices.npz,PRESSURE_LOCATE_01,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
PRESSURE_RELEASE_04,multi_part_matrices.npz,PRESSURE_RELEASE_04,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
QA_AB_MATRIX,multi_part_matrices.npz,QA_AB_MATRIX,"[3,3]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
QA_AD_MATRIX,multi_part_matrices.npz,QA_AD_MATRIX,"[3,3]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
QA_ALL,multi_part_matrices.npz,QA_ALL,"[12,12]",float64,mixed_by_object_definition,VL_CONTACT_ALL_12,VL_CONTACT_ALL_12,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
QA_BC_MATRIX,multi_part_matrices.npz,QA_BC_MATRIX,"[3,3]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
QA_BD_MATRIX,multi_part_matrices.npz,QA_BD_MATRIX,"[3,3]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
Q_CLAMP_02,multi_part_matrices.npz,Q_CLAMP_02,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
Q_JOIN_03,multi_part_matrices.npz,Q_JOIN_03,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
Q_LOCATE_01,multi_part_matrices.npz,Q_LOCATE_01,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
Q_OP_TS101,multi_part_matrices.npz,Q_OP_TS101,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
Q_OP_TS102,multi_part_matrices.npz,Q_OP_TS102,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
Q_OP_TS103,multi_part_matrices.npz,Q_OP_TS103,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
Q_OP_TS104,multi_part_matrices.npz,Q_OP_TS104,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
Q_OP_TS201,multi_part_matrices.npz,Q_OP_TS201,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
Q_OP_TS202,multi_part_matrices.npz,Q_OP_TS202,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
Q_OP_TS203,multi_part_matrices.npz,Q_OP_TS203,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
Q_OP_TS204,multi_part_matrices.npz,Q_OP_TS204,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
Q_OP_TS301,multi_part_matrices.npz,Q_OP_TS301,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
Q_OP_TS302,multi_part_matrices.npz,Q_OP_TS302,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
Q_OP_TS303,multi_part_matrices.npz,Q_OP_TS303,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
Q_OP_TS304,multi_part_matrices.npz,Q_OP_TS304,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
Q_RELEASE_04,multi_part_matrices.npz,Q_RELEASE_04,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
SMS_BASIS_BRACKET,multi_part_matrices.npz,SMS_BASIS_BRACKET,"[3,1]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
SMS_BASIS_PANEL,multi_part_matrices.npz,SMS_BASIS_PANEL,"[3,1]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
SMS_BASIS_RIB,multi_part_matrices.npz,SMS_BASIS_RIB,"[3,1]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
SMS_BASIS_SPAR,multi_part_matrices.npz,SMS_BASIS_SPAR,"[3,1]",float64,mixed_by_object_definition,,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
U_FREE_CLAMP_02,multi_part_matrices.npz,U_FREE_CLAMP_02,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
U_FREE_JOIN_03,multi_part_matrices.npz,U_FREE_JOIN_03,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
U_FREE_LOCATE_01,multi_part_matrices.npz,U_FREE_LOCATE_01,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_COUPLED_SPD_FIXTURE,多零件串并联数值一致性测试矩阵；不得作为工程实测结论,PASS
U_FREE_OP_TS101,multi_part_matrices.npz,U_FREE_OP_TS101,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
U_FREE_OP_TS102,multi_part_matrices.npz,U_FREE_OP_TS102,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
U_FREE_OP_TS103,multi_part_matrices.npz,U_FREE_OP_TS103,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
U_FREE_OP_TS104,multi_part_matrices.npz,U_FREE_OP_TS104,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
U_FREE_OP_TS201,multi_part_matrices.npz,U_FREE_OP_TS201,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
U_FREE_OP_TS202,multi_part_matrices.npz,U_FREE_OP_TS202,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
U_FREE_OP_TS203,multi_part_matrices.npz,U_FREE_OP_TS203,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
U_FREE_OP_TS204,multi_part_matrices.npz,U_FREE_OP_TS204,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
U_FREE_OP_TS301,multi_part_matrices.npz,U_FREE_OP_TS301,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
U_FREE_OP_TS302,multi_part_matrices.npz,U_FREE_OP_TS302,[12],float64,mixed_by_object_definition,VL_CONTACT_ALL_12,,SYNTHETIC_PRECOMPUTED_TOPOLOGY_STEP_OPERATOR,Synthetic precomputed topology_step operator; no engineering claim.,PASS
